StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ExternalReference,DistributionChannel,UserLanguage,QID1185,QID1186,Q11,Q32,Q13,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52_1,Q54_1,Q147_1,Q147_2,Q147_3,Q147_4,Q147_5,Q147_6,Q147_7,Q147_8,Q147_9,Q61_1,Q61_2,Q61_3,Q61_4,Q61_5,Q61_6,Q61_7,Q61_8,Q61_9,Q62_1,Q62_2,Q62_3,Q62_4,Q62_5,Q62_6,Q62_7,Q62_8,Q62_9,Q62_10,Q62_11,Q62_12,Q62_13,Q62_14,Q62_15,Q62_16,Q62_17,Q62_18,Q62_19,Q62_20,Q62_21,Q62_22,Q62_23,Q62_24,Q62_25,Q62_26,Q62_27,Q62_28,Q62_29,Q62_30,QID1158,QID1158_4_TEXT,QID1157,QID1154,QID1155,QID1156,QID1215065339,QID1215065339_4_TEXT,QID1215065340,QID1215065341,QID1215065342,condition
2025-12-05 07:55:54,2025-12-05 08:08:02,IP Address,100,728,True,2025-12-05 08:08:02,R_3pJmMXhnJH4Va56,NA,anonymous,EN,Yes,60ba9b1108f554e36941c2b4,Heads,NA,Tails,Heads,Heads,Heads,Heads,Tails,Heads,Tails,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,96,Unsure,Definitely not true,Probably not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Probably not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Male,NA,55-64 years old,Black or African American,Bachelor’s degree,"$75,000-$99,999",Democrat,NA,Strong,Strong,Democratic,high
2025-12-05 07:58:08,2025-12-05 08:08:12,IP Address,100,603,True,2025-12-05 08:08:12,R_3nGdRjJXEtZqJKN,NA,anonymous,EN,Yes,5ff238852178d171f9c973b7,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Tails,Tails,Heads,Heads,Heads,Heads,Tails,Heads,2,45,Unsure,Probably not true,Definitely not true,Probably not true,Probably not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Probably not true,Definitely not true,Probably not true,Definitely not true,Unsure,Unsure,Probably not true,Probably not true,Probably not true,Definitely not true,Unsure,Definitely not true,Definitely not true,Probably true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Probably true,Probably not true,Unsure,Probably true,Probably not true,Unsure,Probably not true,Probably not true,Definitely not true,Probably true,Unsure,Probably not true,Probably not true,Probably not true,Unsure,Probably not true,Probably not true,Probably not true,Male,NA,25-34 years old,Asian,Bachelor’s degree,Prefer not to say,No preference,NA,Not very strong,Not very strong,Neither,low
2025-12-05 08:02:48,2025-12-05 08:08:35,IP Address,100,346,True,2025-12-05 08:08:35,R_5E5o7RnxXSRW44a,NA,anonymous,EN,Yes,67e268cbf13dcd115337894c,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Tails,Tails,Heads,Tails,Heads,Tails,Tails,Heads,5,79,Unsure,Probably true,Definitely not true,Unsure,Probably not true,Probably true,Probably not true,Probably not true,Unsure,Probably not true,Probably not true,Probably not true,Unsure,Unsure,Probably not true,Unsure,Definitely not true,Probably true,Probably true,Probably true,Definitely not true,Unsure,Probably not true,Probably true,Definitely true,Unsure,Unsure,Probably not true,Probably true,Definitely not true,Unsure,Probably not true,Definitely not true,Probably not true,Probably not true,Probably not true,Probably true,Probably not true,Probably not true,Unsure,Definitely not true,Probably true,Unsure,Unsure,Probably not true,Definitely not true,Unsure,Unsure,Male,NA,45-54 years old,White or Caucasian,Bachelor’s degree,"$25,000-$49,999",Independent,NA,Not very strong,Not very strong,Republican,low
2025-12-05 08:01:04,2025-12-05 08:08:37,IP Address,100,452,True,2025-12-05 08:08:37,R_3gjVGYVP6VWgtAE,NA,anonymous,EN,Yes,5df967d2f6191f6e87b236e6,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Tails,Heads,Heads,Tails,Heads,Tails,Heads,Tails,1,50,Unsure,Definitely true,Unsure,Unsure,Definitely true,Unsure,Definitely true,Definitely true,Unsure,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Probably not true,Unsure,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Male,NA,25-34 years old,Asian,Bachelor’s degree,"$75,000-$99,999",Democrat,NA,Not very strong,Not very strong,Democratic,low
2025-12-05 08:05:10,2025-12-05 08:09:14,IP Address,100,244,True,2025-12-05 08:09:15,R_67nb2Fmp5xsgzcZ,NA,anonymous,EN,Yes,67f45e1b361e2b3ebc9e7ed7,Heads,NA,Tails,Heads,Tails,Tails,Tails,Heads,Tails,Heads,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,100,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Male,NA,55-64 years old,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$150,000 or more",Independent,NA,Strong,Not very strong,Republican,high
2025-12-05 07:51:05,2025-12-05 08:09:25,IP Address,100,1100,True,2025-12-05 08:09:26,R_6TZ5y2c4VRSgh2c,NA,anonymous,EN,Yes,668ead4c5639135519dc30fe,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Tails,Heads,Tails,Heads,Heads,Tails,Tails,Tails,5,81,Probably true,Unsure,Probably true,Probably true,Probably not true,Unsure,Probably not true,Unsure,Probably true,Unsure,Probably not true,Unsure,Definitely not true,Probably not true,Probably true,Unsure,Unsure,Probably not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Probably true,Probably true,Probably true,Unsure,Definitely not true,Probably not true,Definitely true,Probably true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Probably not true,Male,NA,35-44 years old,"White or Caucasian,Other",High school diploma or GED,"$100,000-$149,999",Independent,NA,Not very strong,Not very strong,Republican,low
2025-12-05 08:03:38,2025-12-05 08:09:32,IP Address,100,354,True,2025-12-05 08:09:32,R_76PiaAbBv4gP8Gt,NA,anonymous,EN,Yes,674d54d63248254461466239,Heads,NA,Heads,Heads,Heads,Heads,Heads,Heads,Tails,Tails,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,82,Definitely true,Unsure,Probably true,Definitely true,Unsure,Probably true,Unsure,Unsure,Definitely true,Unsure,Unsure,Unsure,Probably not true,Unsure,Unsure,Unsure,Unsure,Unsure,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Male,NA,25-34 years old,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$100,000-$149,999",Democrat,NA,Not very strong,Not very strong,Democratic,high
2025-12-05 07:52:57,2025-12-05 08:09:45,IP Address,100,1007,True,2025-12-05 08:09:45,R_6O5ssYAA2oOYDhn,NA,anonymous,EN,Yes,58effc65c31d4d00015aa5b9,Heads,NA,Tails,Heads,Heads,Heads,Heads,Heads,Heads,Tails,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,Probably true,Probably not true,Probably not true,Probably true,Probably not true,Unsure,Probably not true,Probably not true,Definitely true,Definitely not true,Probably true,Probably not true,Probably not true,Definitely not true,Unsure,Probably not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Definitely not true,Probably true,Definitely not true,Probably not true,Definitely true,Definitely not true,Probably true,Probably not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Probably not true,Probably not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Female,NA,45-54 years old,White or Caucasian,Bachelor’s degree,"$50,000-$74,999",Republican,NA,Not very strong,NA,Republican,high
2025-12-05 08:01:49,2025-12-05 08:10:07,IP Address,100,497,True,2025-12-05 08:10:07,R_6sBwtA3DUASdXgJ,NA,anonymous,EN,Yes,67acb851f56c4346d17bea0a,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Heads,Heads,Tails,Heads,Heads,Heads,Tails,Tails,5,82,Probably true,Unsure,Probably not true,Probably true,Probably not true,Unsure,Unsure,Probably not true,Probably true,Unsure,Unsure,Unsure,Probably true,Probably not true,Probably true,Unsure,Probably true,Unsure,Probably true,Probably not true,Probably true,Probably not true,Unsure,Probably not true,Probably not true,Probably true,Unsure,Unsure,Probably true,Probably not true,Probably not true,Probably not true,Probably true,Probably not true,Probably not true,Probably not true,Probably true,Probably not true,Probably not true,Probably not true,Probably not true,Probably true,Probably not true,Probably true,Probably true,Probably true,Probably not true,Probably not true,Female,NA,25-34 years old,White or Caucasian,Bachelor’s degree,"$100,000-$149,999",Republican,NA,Not very strong,Not very strong,Republican,low
2025-12-05 07:59:55,2025-12-05 08:10:13,IP Address,100,618,True,2025-12-05 08:10:14,R_1lPUlNBuW7SrR5a,NA,anonymous,EN,Yes,60fc2ec58ad0da367daee3c1,Heads,NA,Tails,Heads,Heads,Tails,Heads,Heads,Heads,Heads,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,55,Definitely true,Probably not true,Probably not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely true,Probably true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Probably true,Probably true,Definitely not true,Definitely not true,Definitely not true,Female,NA,35-44 years old,White or Caucasian,High school diploma or GED,"$25,000-$49,999",Democrat,NA,Not very strong,Strong,Democratic,high
2025-12-05 08:03:32,2025-12-05 08:10:18,IP Address,100,406,True,2025-12-05 08:10:18,R_3nBryPRsjmZICBk,NA,anonymous,EN,Yes,64e36d981d00e7d7c45addc2,Heads,NA,Tails,Heads,Tails,Tails,Heads,Heads,Heads,Heads,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,100,Definitely true,Unsure,Definitely true,Definitely true,Probably true,Definitely true,Unsure,Unsure,Probably true,Unsure,Unsure,Unsure,Definitely not true,Definitely not true,Unsure,Unsure,Definitely true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Female,NA,45-54 years old,White or Caucasian,"Some college, but no degree","$100,000-$149,999",Republican,NA,Not very strong,Not very strong,Republican,high
2025-12-05 07:59:54,2025-12-05 08:10:34,IP Address,100,639,True,2025-12-05 08:10:34,R_5ty8R7KsyYlhmGp,NA,anonymous,EN,Yes,5cb929bfebd17d0017e7f848,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Heads,Tails,Heads,Heads,Heads,Tails,Tails,Heads,6,89,Definitely not true,Definitely not true,Definitely not true,Probably not true,Unsure,Probably not true,Definitely not true,Definitely not true,Probably not true,Probably not true,Definitely not true,Probably not true,Probably not true,Definitely not true,Probably not true,Probably true,Probably true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Probably true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Male,NA,65+ years old,White or Caucasian,Bachelor’s degree,"$75,000-$99,999",Republican,NA,Strong,Not very strong,Republican,low
2025-12-05 08:04:30,2025-12-05 08:10:36,IP Address,100,366,True,2025-12-05 08:10:37,R_5iVwijecaDVWJpO,NA,anonymous,EN,Yes,66bd2f936ab3b23d4a8abbe3,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Tails,Heads,Tails,Heads,Heads,Heads,Heads,Tails,4,100,Probably true,Probably true,Probably true,Probably true,Probably true,Probably true,Probably not true,Probably true,Probably true,Probably true,Probably true,Probably true,Probably true,Probably true,Probably true,Probably true,Probably true,Probably true,Probably true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Probably true,Definitely not true,Probably true,Probably true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Female,NA,25-34 years old,White or Caucasian,High school diploma or GED,"$100,000-$149,999",Republican,NA,Not very strong,Strong,Republican,low
2025-12-05 07:52:32,2025-12-05 08:10:37,IP Address,100,1084,True,2025-12-05 08:10:37,R_6IhmlbB15Od26Qi,NA,anonymous,EN,Yes,66763048455cd71b92b42d38,Heads,NA,Tails,Heads,Heads,Heads,Heads,Heads,Heads,Heads,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,75,Definitely true,Definitely not true,Probably not true,Probably true,Probably not true,Unsure,Definitely not true,Definitely not true,Probably true,Probably not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Probably not true,Unsure,Probably true,Unsure,Definitely not true,Definitely not true,Probably true,Probably not true,Definitely not true,Probably true,Definitely true,Definitely not true,Definitely not true,Probably true,Definitely not true,Unsure,Probably true,Definitely not true,Probably not true,Definitely true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Probably true,Probably true,Unsure,Definitely not true,Probably not true,Unsure,Definitely not true,Probably not true,Female,NA,65+ years old,White or Caucasian,"Some college, but no degree","$50,000-$74,999",Democrat,NA,Not very strong,Not very strong,Democratic,high
2025-12-05 08:05:12,2025-12-05 08:10:41,IP Address,100,328,True,2025-12-05 08:10:42,R_57TidHb1jVcha1a,NA,anonymous,EN,Yes,5be8dab5d153f500019ab320,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Tails,Tails,Tails,Heads,Tails,Heads,Tails,Tails,3,80,Definitely true,Definitely not true,Definitely not true,Probably true,Definitely not true,Probably true,Probably not true,Definitely not true,Definitely true,Definitely not true,Probably not true,Probably not true,Probably not true,Definitely not true,Probably not true,Probably true,Probably not true,Definitely not true,Probably true,Unsure,Probably true,Probably true,Probably true,Probably true,Unsure,Definitely true,Unsure,Probably true,Unsure,Definitely true,Probably not true,Probably true,Probably true,Unsure,Probably true,Unsure,Definitely true,Definitely true,Probably true,Probably true,Probably not true,Definitely true,Definitely true,Probably true,Probably true,Probably true,Unsure,Probably true,Male,NA,45-54 years old,White or Caucasian,"Some college, but no degree","$50,000-$74,999",Democrat,NA,Strong,Strong,Democratic,low
2025-12-05 08:03:46,2025-12-05 08:10:44,IP Address,100,418,True,2025-12-05 08:10:45,R_3r86Deb4vWkIlEq,NA,anonymous,EN,Yes,6238b95932e705108020765a,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Heads,Tails,Heads,Tails,Heads,Heads,Tails,Tails,1,100,Definitely true,Definitely not true,Probably true,Probably true,Definitely not true,Definitely true,Definitely not true,Probably not true,Definitely true,Unsure,Unsure,Unsure,Probably true,Probably not true,Unsure,Unsure,Probably true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Male,NA,25-34 years old,White or Caucasian,Bachelor’s degree,"$50,000-$74,999",Democrat,NA,Not very strong,Not very strong,Democratic,low
2025-12-05 08:06:20,2025-12-05 08:10:52,IP Address,100,271,True,2025-12-05 08:10:52,R_7dEku4Dm82iGNEe,NA,anonymous,EN,Yes,67e97d506e0dfa7ff0b407c5,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Tails,Tails,Tails,Tails,Tails,Tails,Tails,Tails,1,100,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely not true,Definitely not true,Probably not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Unsure,Unsure,Definitely not true,Probably true,Definitely true,Unsure,Definitely true,Definitely true,Definitely not true,Definitely true,Definitely true,Unsure,Definitely true,Definitely true,Definitely not true,Definitely true,Unsure,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Unsure,Definitely true,Definitely true,Definitely true,Definitely true,Male,NA,35-44 years old,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$150,000 or more",Republican,NA,Strong,Not very strong,Republican,low
2025-12-05 07:50:10,2025-12-05 08:11:05,IP Address,100,1255,True,2025-12-05 08:11:06,R_6Q000qekzFVPnOr,NA,anonymous,EN,Yes,67164c92298409e37c670b3d,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Tails,Heads,Tails,Heads,Heads,Tails,Heads,Heads,1,49,Definitely true,Definitely not true,Probably true,Definitely true,Probably true,Probably true,Probably not true,Definitely true,Probably true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Probably not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Probably true,Definitely not true,Unsure,Definitely true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Male,NA,25-34 years old,Asian,Bachelor’s degree,"$100,000-$149,999",Independent,NA,Not very strong,Not very strong,Republican,low
2025-12-05 07:54:13,2025-12-05 08:11:27,IP Address,100,1034,True,2025-12-05 08:11:27,R_5g5XIu4KQquqmLt,NA,anonymous,EN,Yes,5d951ede9b6f880018f63b6e,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Tails,Heads,Heads,Heads,Heads,Tails,Tails,Heads,5,90,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Definitely not true,Unsure,Definitely not true,Probably true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Male,NA,35-44 years old,White or Caucasian,High school diploma or GED,"$50,000-$74,999",Democrat,NA,Not very strong,Not very strong,Democratic,low
2025-12-05 08:02:10,2025-12-05 08:11:39,IP Address,100,569,True,2025-12-05 08:11:45,R_3pnBhfViGsKgjNB,NA,anonymous,EN,Yes,65e0935bbdc36f74f052a99f,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Heads,Tails,Heads,Heads,Tails,Heads,Tails,Heads,6,90,Probably true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Unsure,Definitely true,Definitely not true,Definitely not true,Definitely true,Probably true,Probably true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely true,Probably true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Probably true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Probably true,Probably not true,Definitely not true,Definitely not true,Female,NA,55-64 years old,White or Caucasian,Associates or technical degree,"$150,000 or more",Independent,NA,Not very strong,Not very strong,Democratic,low
2025-12-05 08:02:53,2025-12-05 08:11:54,IP Address,100,540,True,2025-12-05 08:11:54,R_529ozGKnQ99Nu01,NA,anonymous,EN,Yes,55cf5cc434e9060005e56c39,Heads,NA,Tails,Tails,Heads,Tails,Heads,Tails,Heads,Tails,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,70,Definitely true,Probably true,Definitely true,Definitely true,Definitely true,Definitely true,Probably not true,Unsure,Probably not true,Unsure,Unsure,Probably not true,Unsure,Definitely not true,Probably true,Unsure,Unsure,Unsure,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Probably not true,Probably true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Probably true,Unsure,Definitely not true,Probably true,Definitely true,Definitely not true,Definitely not true,Female,NA,55-64 years old,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$25,000-$49,999",Republican,NA,Strong,NA,Republican,high
2025-12-05 07:58:10,2025-12-05 08:12:18,IP Address,100,848,True,2025-12-05 08:12:19,R_7bnSS2XK7U4g5RD,NA,anonymous,EN,Yes,66fd930f1849a200d65a6996,Heads,NA,Tails,Heads,Tails,Tails,Heads,Tails,Tails,Heads,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,100,Probably true,Unsure,Probably true,Probably true,Probably not true,Unsure,Unsure,Definitely not true,Probably true,Unsure,Unsure,Unsure,Probably true,Unsure,Unsure,Probably true,Definitely true,Unsure,Unsure,Definitely not true,Probably not true,Unsure,Unsure,Definitely not true,Definitely true,Probably not true,Definitely not true,Probably true,Probably true,Probably true,Probably true,Probably true,Definitely not true,Probably not true,Probably not true,Definitely true,Definitely not true,Definitely not true,Unsure,Probably not true,Probably true,Probably true,Probably true,Probably not true,Probably true,Definitely not true,Unsure,Probably not true,Female,NA,35-44 years old,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$75,000-$99,999",Democrat,NA,Not very strong,Strong,Democratic,high
2025-12-05 08:03:05,2025-12-05 08:12:41,IP Address,100,575,True,2025-12-05 08:12:41,R_3RlNvCtnNyFMsp4,NA,anonymous,EN,Yes,6331b9456956d880a1e4632f,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Tails,Tails,Heads,Tails,Heads,Heads,Tails,Tails,3,73,Definitely true,Unsure,Probably true,Probably true,Probably true,Probably true,Probably not true,Probably not true,Definitely true,Definitely true,Probably not true,Probably not true,Definitely true,Definitely not true,Definitely true,Probably true,Definitely true,Probably true,Probably true,Probably true,Probably true,Probably true,Probably true,Definitely true,Probably true,Definitely true,Probably true,Definitely true,Probably true,Probably not true,Definitely not true,Probably true,Definitely true,Probably not true,Probably true,Probably not true,Definitely true,Probably not true,Definitely not true,Probably not true,Probably not true,Probably true,Definitely true,Probably true,Definitely true,Probably true,Probably true,Probably true,Male,NA,35-44 years old,White or Caucasian,Bachelor’s degree,"$100,000-$149,999",Republican,NA,Strong,Not very strong,Republican,low
2025-12-05 08:03:39,2025-12-05 08:13:01,IP Address,100,561,True,2025-12-05 08:13:02,R_5MJRQz4OeSCzJIq,NA,anonymous,EN,Yes,62def0e20f5de21c88a7ffe7,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Tails,Tails,Tails,Tails,Tails,Heads,Heads,Tails,1,85,Probably true,Probably not true,Unsure,Probably true,Probably not true,Probably not true,Probably not true,Probably not true,Probably true,Probably not true,Probably not true,Probably not true,Probably not true,Probably not true,Unsure,Unsure,Probably not true,Probably not true,Probably not true,Definitely not true,Probably true,Definitely not true,Probably not true,Probably not true,Probably true,Definitely not true,Definitely not true,Probably true,Probably not true,Probably true,Unsure,Probably not true,Definitely not true,Probably not true,Definitely not true,Probably true,Probably not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Probably not true,Definitely not true,Definitely not true,Probably true,Probably true,Probably not true,Definitely not true,Male,NA,25-34 years old,Black or African American,Associates or technical degree,"$50,000-$74,999",Democrat,NA,Not very strong,Strong,Democratic,low
